"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"13","Georgia","13013180502","Barrow County, GA - 13013180502","2020","5.9%","","(5.4% - 6.5%)","5.4%","6.5%",
"13","Georgia","13013180502","Barrow County, GA - 13013180502","2021","5.8%","","(4.9% - 6.7%)","4.9%","6.7%",
"13","Georgia","13013180502","Barrow County, GA - 13013180502","2022","7.5%","","(6.8% - 8.4%)","6.8%","8.4%",
"13","Georgia","13013180503","Barrow County, GA - 13013180503","2018","6.0%","","(5.3% - 6.7%)","5.3%","6.7%",
"13","Georgia","13013180503","Barrow County, GA - 13013180503","2019","6.3%","","(5.6% - 7.0%)","5.6%","7.0%",
"13","Georgia","13013180503","Barrow County, GA - 13013180503","2020","5.6%","","(4.9% - 6.3%)","4.9%","6.3%",
"13","Georgia","13013180503","Barrow County, GA - 13013180503","2021","5.5%","","(4.7% - 6.5%)","4.7%","6.5%",
"13","Georgia","13013180503","Barrow County, GA - 13013180503","2022","7.0%","","(6.3% - 7.9%)","6.3%","7.9%",
"13","Georgia","13015960101","Bartow County, GA - 13015960101","2018","7.8%","","(6.9% - 8.9%)","6.9%","8.9%",
"13","Georgia","13015960101","Bartow County, GA - 13015960101","2019","9.1%","","(8.1% - 10.1%)","8.1%","10.1%",
"13","Georgia","13015960101","Bartow County, GA - 13015960101","2020","8.2%","","(7.2% - 9.1%)","7.2%","9.1%",
"13","Georgia","13015960101","Bartow County, GA - 13015960101","2021","8.0%","","(6.7% - 9.3%)","6.7%","9.3%",
"13","Georgia","13015960101","Bartow County, GA - 13015960101","2022","9.8%","","(8.7% - 10.8%)","8.7%","10.8%",
"13","Georgia","13015960102","Bartow County, GA - 13015960102","2018","8.1%","","(7.4% - 8.8%)","7.4%","8.8%",
"13","Georgia","13015960102","Bartow County, GA - 13015960102","2019","7.6%","","(7.0% - 8.3%)","7.0%","8.3%",
"13","Georgia","13015960102","Bartow County, GA - 13015960102","2020","6.7%","","(6.0% - 7.4%)","6.0%","7.4%",
"13","Georgia","13015960102","Bartow County, GA - 13015960102","2021","6.6%","","(5.7% - 7.7%)","5.7%","7.7%",
"13","Georgia","13015960102","Bartow County, GA - 13015960102","2022","Low Population","","","","",
"13","Georgia","13015960103","Bartow County, GA - 13015960103","2022","7.5%","","(6.7% - 8.3%)","6.7%","8.3%",
"13","Georgia","13015960104","Bartow County, GA - 13015960104","2022","8.8%","","(7.9% - 9.7%)","7.9%","9.7%",
"13","Georgia","13015960105","Bartow County, GA - 13015960105","2022","9.7%","","(8.7% - 10.7%)","8.7%","10.7%",
"13","Georgia","13015960200","Bartow County, GA - 13015960200","2018","8.6%","","(7.7% - 9.5%)","7.7%","9.5%",
"13","Georgia","13015960200","Bartow County, GA - 13015960200","2019","8.6%","","(7.8% - 9.5%)","7.8%","9.5%",
"13","Georgia","13015960200","Bartow County, GA - 13015960200","2020","7.7%","","(6.7% - 8.8%)","6.7%","8.8%",
"13","Georgia","13015960200","Bartow County, GA - 13015960200","2021","7.6%","","(6.5% - 8.8%)","6.5%","8.8%",
"13","Georgia","13015960200","Bartow County, GA - 13015960200","2022","Low Population","","","","",
"13","Georgia","13015960201","Bartow County, GA - 13015960201","2022","5.9%","","(5.2% - 6.6%)","5.2%","6.6%",
"13","Georgia","13015960202","Bartow County, GA - 13015960202","2022","6.0%","","(5.4% - 6.7%)","5.4%","6.7%",
"13","Georgia","13015960203","Bartow County, GA - 13015960203","2022","7.4%","","(6.6% - 8.2%)","6.6%","8.2%",
"13","Georgia","13015960300","Bartow County, GA - 13015960300","2018","8.4%","","(7.7% - 9.3%)","7.7%","9.3%",
"13","Georgia","13015960300","Bartow County, GA - 13015960300","2019","8.3%","","(7.6% - 9.0%)","7.6%","9.0%",
"13","Georgia","13015960300","Bartow County, GA - 13015960300","2020","7.3%","","(6.6% - 8.0%)","6.6%","8.0%",
"13","Georgia","13015960300","Bartow County, GA - 13015960300","2021","7.2%","","(6.2% - 8.4%)","6.2%","8.4%",
"13","Georgia","13015960300","Bartow County, GA - 13015960300","2022","Low Population","","","","",
"13","Georgia","13015960301","Bartow County, GA - 13015960301","2022","6.9%","","(6.2% - 7.7%)","6.2%","7.7%",
"13","Georgia","13015960302","Bartow County, GA - 13015960302","2022","9.0%","","(8.1% - 10.0%)","8.1%","10.0%",
"13","Georgia","13015960401","Bartow County, GA - 13015960401","2018","7.5%","","(6.8% - 8.3%)","6.8%","8.3%",
"13","Georgia","13015960401","Bartow County, GA - 13015960401","2019","8.3%","","(7.6% - 9.1%)","7.6%","9.1%",
"13","Georgia","13015960401","Bartow County, GA - 13015960401","2020","7.4%","","(6.6% - 8.3%)","6.6%","8.3%",
"13","Georgia","13015960401","Bartow County, GA - 13015960401","2021","7.3%","","(6.3% - 8.5%)","6.3%","8.5%",
"13","Georgia","13015960401","Bartow County, GA - 13015960401","2022","Low Population","","","","",
"13","Georgia","13015960402","Bartow County, GA - 13015960402","2018","7.9%","","(6.9% - 9.0%)","6.9%","9.0%",
"13","Georgia","13015960402","Bartow County, GA - 13015960402","2019","7.3%","","(6.4% - 8.2%)","6.4%","8.2%",
"13","Georgia","13015960402","Bartow County, GA - 13015960402","2020","6.4%","","(5.6% - 7.4%)","5.6%","7.4%",
"13","Georgia","13015960402","Bartow County, GA - 13015960402","2021","6.4%","","(5.3% - 7.6%)","5.3%","7.6%",
"13","Georgia","13015960402","Bartow County, GA - 13015960402","2022","Low Population","","","","",
"13","Georgia","13015960403","Bartow County, GA - 13015960403","2022","8.3%","","(7.4% - 9.1%)","7.4%","9.1%",
"13","Georgia","13015960404","Bartow County, GA - 13015960404","2022","6.7%","","(6.0% - 7.5%)","6.0%","7.5%",
"13","Georgia","13015960405","Bartow County, GA - 13015960405","2022","6.6%","","(5.9% - 7.4%)","5.9%","7.4%",
"13","Georgia","13015960406","Bartow County, GA - 13015960406","2022","8.9%","","(7.9% - 9.9%)","7.9%","9.9%",
"13","Georgia","13015960407","Bartow County, GA - 13015960407","2022","7.7%","","(6.9% - 8.5%)","6.9%","8.5%",
"13","Georgia","13015960500","Bartow County, GA - 13015960500","2018","9.2%","","(8.2% - 10.2%)","8.2%","10.2%",
"13","Georgia","13015960500","Bartow County, GA - 13015960500","2019","10.0%","","(9.0% - 11.0%)","9.0%","11.0%",
"13","Georgia","13015960500","Bartow County, GA - 13015960500","2020","9.0%","","(7.8% - 10.1%)","7.8%","10.1%",
"13","Georgia","13015960500","Bartow County, GA - 13015960500","2021","8.9%","","(7.6% - 10.3%)","7.6%","10.3%",
"13","Georgia","13015960500","Bartow County, GA - 13015960500","2022","Low Population","","","","",
"13","Georgia","13015960501","Bartow County, GA - 13015960501","2022","9.8%","","(8.9% - 10.9%)","8.9%","10.9%",
"13","Georgia","13015960502","Bartow County, GA - 13015960502","2022","11.4%","","(10.3% - 12.5%)","10.3%","12.5%",
"13","Georgia","13015960600","Bartow County, GA - 13015960600","2018","7.9%","","(6.8% - 9.0%)","6.8%","9.0%",
"13","Georgia","13015960600","Bartow County, GA - 13015960600","2019","8.3%","","(7.1% - 9.6%)","7.1%","9.6%",
"13","Georgia","13015960600","Bartow County, GA - 13015960600","2020","7.5%","","(6.4% - 8.7%)","6.4%","8.7%",
"13","Georgia","13015960600","Bartow County, GA - 13015960600","2021","7.4%","","(6.1% - 8.7%)","6.1%","8.7%",
"13","Georgia","13015960600","Bartow County, GA - 13015960600","2022","Low Population","","","","",
"13","Georgia","13015960601","Bartow County, GA - 13015960601","2022","9.6%","","(8.6% - 10.6%)","8.6%","10.6%",
"13","Georgia","13015960602","Bartow County, GA - 13015960602","2022","6.8%","","(6.1% - 7.6%)","6.1%","7.6%",
"13","Georgia","13015960700","Bartow County, GA - 13015960700","2018","9.8%","","(9.0% - 10.7%)","9.0%","10.7%",
"13","Georgia","13015960700","Bartow County, GA - 13015960700","2019","9.8%","","(8.9% - 10.7%)","8.9%","10.7%",
"13","Georgia","13015960700","Bartow County, GA - 13015960700","2020","8.9%","","(8.1% - 9.7%)","8.1%","9.7%",
"13","Georgia","13015960700","Bartow County, GA - 13015960700","2021","8.7%","","(7.6% - 10.0%)","7.6%","10.0%",
"13","Georgia","13015960700","Bartow County, GA - 13015960700","2022","Low Population","","","","",
"13","Georgia","13015960701","Bartow County, GA - 13015960701","2022","9.3%","","(8.3% - 10.3%)","8.3%","10.3%",
"13","Georgia","13015960702","Bartow County, GA - 13015960702","2022","6.2%","","(5.5% - 6.9%)","5.5%","6.9%",
"13","Georgia","13015960801","Bartow County, GA - 13015960801","2018","7.7%","","(6.4% - 8.9%)","6.4%","8.9%",
"13","Georgia","13015960801","Bartow County, GA - 13015960801","2019","8.8%","","(7.3% - 10.4%)","7.3%","10.4%",
"13","Georgia","13015960801","Bartow County, GA - 13015960801","2020","7.9%","","(6.5% - 9.4%)","6.5%","9.4%",
"13","Georgia","13015960801","Bartow County, GA - 13015960801","2021","7.7%","","(6.1% - 9.6%)","6.1%","9.6%",
"13","Georgia","13015960801","Bartow County, GA - 13015960801","2022","10.3%","","(9.3% - 11.4%)","9.3%","11.4%",
"13","Georgia","13015960802","Bartow County, GA - 13015960802","2018","13.4%","","(11.8% - 15.1%)","11.8%","15.1%",
"13","Georgia","13015960802","Bartow County, GA - 13015960802","2019","12.7%","","(11.2% - 14.4%)","11.2%","14.4%",
"13","Georgia","13015960802","Bartow County, GA - 13015960802","2020","11.7%","","(10.3% - 13.1%)","10.3%","13.1%",
"13","Georgia","13015960802","Bartow County, GA - 13015960802","2021","11.4%","","(9.6% - 13.4%)","9.6%","13.4%",
"13","Georgia","13015960802","Bartow County, GA - 13015960802","2022","11.9%","","(10.8% - 13.2%)","10.8%","13.2%",
"13","Georgia","13015960803","Bartow County, GA - 13015960803","2018","9.7%","","(9.0% - 10.5%)","9.0%","10.5%",
"13","Georgia","13015960803","Bartow County, GA - 13015960803","2019","9.5%","","(8.8% - 10.2%)","8.8%","10.2%",
"13","Georgia","13015960803","Bartow County, GA - 13015960803","2020","8.6%","","(7.8% - 9.3%)","7.8%","9.3%",
"13","Georgia","13015960803","Bartow County, GA - 13015960803","2021","8.4%","","(7.2% - 9.6%)","7.2%","9.6%",
"13","Georgia","13015960803","Bartow County, GA - 13015960803","2022","Low Population","","","","",
"13","Georgia","13015960804","Bartow County, GA - 13015960804","2022","6.2%","","(5.6% - 6.9%)","5.6%","6.9%",
"13","Georgia","13015960805","Bartow County, GA - 13015960805","2022","10.9%","","(9.7% - 12.1%)","9.7%","12.1%",
"13","Georgia","13015960901","Bartow County, GA - 13015960901","2018","7.8%","","(6.9% - 8.8%)","6.9%","8.8%",
"13","Georgia","13015960901","Bartow County, GA - 13015960901","2019","8.2%","","(7.4% - 9.0%)","7.4%","9.0%",
"13","Georgia","13015960901","Bartow County, GA - 13015960901","2020","7.3%","","(6.2% - 8.3%)","6.2%","8.3%",
"13","Georgia","13015960901","Bartow County, GA - 13015960901","2021","7.2%","","(6.1% - 8.4%)","6.1%","8.4%",
"13","Georgia","13015960901","Bartow County, GA - 13015960901","2022","8.7%","","(7.8% - 9.6%)","7.8%","9.6%",
"13","Georgia","13015960902","Bartow County, GA - 13015960902","2018","6.9%","","(5.9% - 7.8%)","5.9%","7.8%",
"13","Georgia","13015960902","Bartow County, GA - 13015960902","2019","6.7%","","(5.9% - 7.6%)","5.9%","7.6%",
"13","Georgia","13015960902","Bartow County, GA - 13015960902","2020","5.9%","","(5.0% - 6.8%)","5.0%","6.8%",
"13","Georgia","13015960902","Bartow County, GA - 13015960902","2021","5.8%","","(4.9% - 6.9%)","4.9%","6.9%",
"13","Georgia","13015960902","Bartow County, GA - 13015960902","2022","7.6%","","(6.7% - 8.4%)","6.7%","8.4%",
"13","Georgia","13015961000","Bartow County, GA - 13015961000","2018","7.5%","","(6.9% - 8.2%)","6.9%","8.2%",
"13","Georgia","13015961000","Bartow County, GA - 13015961000","2019","7.5%","","(6.9% - 8.1%)","6.9%","8.1%",
"13","Georgia","13015961000","Bartow County, GA - 13015961000","2020","6.6%","","(6.0% - 7.2%)","6.0%","7.2%",
"13","Georgia","13015961000","Bartow County, GA - 13015961000","2021","6.5%","","(5.7% - 7.4%)","5.7%","7.4%",
"13","Georgia","13015961000","Bartow County, GA - 13015961000","2022","Low Population","","","","",
"13","Georgia","13015961001","Bartow County, GA - 13015961001","2022","6.9%","","(6.1% - 7.6%)","6.1%","7.6%",
"13","Georgia","13015961002","Bartow County, GA - 13015961002","2022","9.4%","","(8.5% - 10.5%)","8.5%","10.5%",
"13","Georgia","13017960100","Ben Hill County, GA - 13017960100","2018","10.1%","","(8.9% - 11.5%)","8.9%","11.5%",
"13","Georgia","13017960100","Ben Hill County, GA - 13017960100","2019","10.1%","","(8.9% - 11.3%)","8.9%","11.3%",
"13","Georgia","13017960100","Ben Hill County, GA - 13017960100","2020","9.2%","","(8.1% - 10.5%)","8.1%","10.5%",
"13","Georgia","13017960100","Ben Hill County, GA - 13017960100","2021","9.0%","","(7.6% - 10.6%)","7.6%","10.6%",
"13","Georgia","13017960100","Ben Hill County, GA - 13017960100","2022","11.0%","","(9.9% - 12.1%)","9.9%","12.1%",
"13","Georgia","13017960200","Ben Hill County, GA - 13017960200","2018","10.1%","","(9.1% - 11.1%)","9.1%","11.1%",
"13","Georgia","13017960200","Ben Hill County, GA - 13017960200","2019","9.1%","","(8.2% - 10.0%)","8.2%","10.0%",
"13","Georgia","13017960200","Ben Hill County, GA - 13017960200","2020","8.3%","","(7.5% - 9.2%)","7.5%","9.2%",
"13","Georgia","13017960200","Ben Hill County, GA - 13017960200","2021","8.1%","","(6.9% - 9.5%)","6.9%","9.5%",
"13","Georgia","13017960200","Ben Hill County, GA - 13017960200","2022","10.8%","","(9.8% - 11.9%)","9.8%","11.9%",
"13","Georgia","13017960300","Ben Hill County, GA - 13017960300","2018","9.7%","","(8.9% - 10.4%)","8.9%","10.4%",
"13","Georgia","13017960300","Ben Hill County, GA - 13017960300","2019","8.7%","","(8.1% - 9.4%)","8.1%","9.4%",
"13","Georgia","13017960300","Ben Hill County, GA - 13017960300","2020","7.9%","","(7.1% - 8.8%)","7.1%","8.8%",
"13","Georgia","13017960300","Ben Hill County, GA - 13017960300","2021","7.8%","","(6.7% - 9.0%)","6.7%","9.0%",
"13","Georgia","13017960300","Ben Hill County, GA - 13017960300","2022","10.8%","","(9.7% - 11.9%)","9.7%","11.9%",
"13","Georgia","13017960400","Ben Hill County, GA - 13017960400","2018","12.3%","","(11.5% - 13.3%)","11.5%","13.3%",
"13","Georgia","13017960400","Ben Hill County, GA - 13017960400","2019","12.4%","","(11.6% - 13.2%)","11.6%","13.2%",
"13","Georgia","13017960400","Ben Hill County, GA - 13017960400","2020","11.6%","","(10.7% - 12.6%)","10.7%","12.6%",
"13","Georgia","13017960400","Ben Hill County, GA - 13017960400","2021","11.3%","","(9.9% - 12.9%)","9.9%","12.9%",
"13","Georgia","13017960400","Ben Hill County, GA - 13017960400","2022","13.6%","","(12.3% - 14.9%)","12.3%","14.9%",
"13","Georgia","13017960500","Ben Hill County, GA - 13017960500","2018","10.4%","","(9.6% - 11.4%)","9.6%","11.4%",
"13","Georgia","13017960500","Ben Hill County, GA - 13017960500","2019","10.9%","","(10.0% - 11.9%)","10.0%","11.9%",
"13","Georgia","13017960500","Ben Hill County, GA - 13017960500","2020","10.2%","","(9.1% - 11.4%)","9.1%","11.4%",
"13","Georgia","13017960500","Ben Hill County, GA - 13017960500","2021","10.0%","","(8.7% - 11.4%)","8.7%","11.4%",
"13","Georgia","13017960500","Ben Hill County, GA - 13017960500","2022","Low Population","","","","",
"13","Georgia","13017960501","Ben Hill County, GA - 13017960501","2022","11.6%","","(10.5% - 12.8%)","10.5%","12.8%",
"13","Georgia","13017960502","Ben Hill County, GA - 13017960502","2022","11.9%","","(10.8% - 13.1%)","10.8%","13.1%",
"13","Georgia","13019970100","Berrien County, GA - 13019970100","2018","11.3%","","(10.3% - 12.4%)","10.3%","12.4%",
"13","Georgia","13019970100","Berrien County, GA - 13019970100","2019","11.0%","","(10.0% - 12.1%)","10.0%","12.1%",
"13","Georgia","13019970100","Berrien County, GA - 13019970100","2020","10.1%","","(8.9% - 11.2%)","8.9%","11.2%",
"13","Georgia","13019970100","Berrien County, GA - 13019970100","2021","9.9%","","(8.6% - 11.5%)","8.6%","11.5%",
"13","Georgia","13019970100","Berrien County, GA - 13019970100","2022","11.7%","","(10.5% - 12.9%)","10.5%","12.9%",
"13","Georgia","13019970200","Berrien County, GA - 13019970200","2018","11.1%","","(10.3% - 12.0%)","10.3%","12.0%",
"13","Georgia","13019970200","Berrien County, GA - 13019970200","2019","11.4%","","(10.7% - 12.1%)","10.7%","12.1%",
"13","Georgia","13019970200","Berrien County, GA - 13019970200","2020","10.5%","","(9.6% - 11.4%)","9.6%","11.4%",
"13","Georgia","13019970200","Berrien County, GA - 13019970200","2021","10.3%","","(8.9% - 11.6%)","8.9%","11.6%",
"13","Georgia","13019970200","Berrien County, GA - 13019970200","2022","12.6%","","(11.5% - 13.8%)","11.5%","13.8%",
"13","Georgia","13019970300","Berrien County, GA - 13019970300","2018","10.2%","","(9.3% - 11.2%)","9.3%","11.2%",
"13","Georgia","13019970300","Berrien County, GA - 13019970300","2019","9.9%","","(8.9% - 10.9%)","8.9%","10.9%",
"13","Georgia","13019970300","Berrien County, GA - 13019970300","2020","9.0%","","(7.9% - 10.2%)","7.9%","10.2%",
"13","Georgia","13019970300","Berrien County, GA - 13019970300","2021","8.9%","","(7.7% - 10.2%)","7.7%","10.2%",
"13","Georgia","13019970300","Berrien County, GA - 13019970300","2022","13.5%","","(12.3% - 14.8%)","12.3%","14.8%",
"13","Georgia","13019970400","Berrien County, GA - 13019970400","2018","13.7%","","(12.7% - 14.9%)","12.7%","14.9%",
"13","Georgia","13019970400","Berrien County, GA - 13019970400","2019","13.2%","","(12.2% - 14.3%)","12.2%","14.3%",
"13","Georgia","13019970400","Berrien County, GA - 13019970400","2020","12.2%","","(10.8% - 13.6%)","10.8%","13.6%",
"13","Georgia","13019970400","Berrien County, GA - 13019970400","2021","12.0%","","(10.4% - 13.7%)","10.4%","13.7%",
"13","Georgia","13019970400","Berrien County, GA - 13019970400","2022","11.7%","","(10.7% - 12.9%)","10.7%","12.9%",
"13","Georgia","13019970500","Berrien County, GA - 13019970500","2018","10.6%","","(9.4% - 11.8%)","9.4%","11.8%",
"13","Georgia","13019970500","Berrien County, GA - 13019970500","2019","10.2%","","(9.2% - 11.2%)","9.2%","11.2%",
"13","Georgia","13019970500","Berrien County, GA - 13019970500","2020","9.2%","","(8.0% - 10.5%)","8.0%","10.5%",
"13","Georgia","13019970500","Berrien County, GA - 13019970500","2021","9.1%","","(7.7% - 10.6%)","7.7%","10.6%",
"13","Georgia","13019970500","Berrien County, GA - 13019970500","2022","11.1%","","(10.0% - 12.2%)","10.0%","12.2%",
"13","Georgia","13019970600","Berrien County, GA - 13019970600","2018","10.5%","","(9.7% - 11.4%)","9.7%","11.4%",
"13","Georgia","13019970600","Berrien County, GA - 13019970600","2019","9.9%","","(9.1% - 10.8%)","9.1%","10.8%",
"13","Georgia","13019970600","Berrien County, GA - 13019970600","2020","9.1%","","(8.2% - 10.1%)","8.2%","10.1%",
"13","Georgia","13019970600","Berrien County, GA - 13019970600","2021","8.9%","","(7.7% - 10.3%)","7.7%","10.3%",
"13","Georgia","13019970600","Berrien County, GA - 13019970600","2022","10.2%","","(9.2% - 11.2%)","9.2%","11.2%",
"13","Georgia","13021010100","Bibb County, GA - 13021010100","2018","12.5%","","(11.2% - 14.1%)","11.2%","14.1%",
"13","Georgia","13021010100","Bibb County, GA - 13021010100","2019","14.5%","","(13.0% - 16.0%)","13.0%","16.0%",
"13","Georgia","13021010100","Bibb County, GA - 13021010100","2020","13.8%","","(12.4% - 15.3%)","12.4%","15.3%",
"13","Georgia","13021010100","Bibb County, GA - 13021010100","2021","13.3%","","(11.4% - 15.4%)","11.4%","15.4%",
"13","Georgia","13021010100","Bibb County, GA - 13021010100","2022","19.2%","","(17.5% - 20.9%)","17.5%","20.9%",
"13","Georgia","13021010200","Bibb County, GA - 13021010200","2018","7.2%","","(6.2% - 8.2%)","6.2%","8.2%",
"13","Georgia","13021010200","Bibb County, GA - 13021010200","2019","7.1%","","(6.1% - 8.1%)","6.1%","8.1%",
